"";"cargo";"Nome";"Nome_urna";"Partido";"Coligacao";"Profissao";"idade";"sexo";"grau_inst";"estado_civil";"cor";"status_eleitoral"
"97";"VEREADOR";"ANA PAULA DOS SANTOS SILVA";"PAULA DE DONA ANTÔNIA";"PT do B";"PR / PT do B / PROS / PSDC / PPL / PPS";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";33;"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"98";"VEREADOR";"LUIZ SEVERINO DE PAULA";"LUIZ DE BIHINO";"PR";"PR / PT do B / PROS / PSDC / PPL / PPS";"AGRICULTOR";44;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"99";"VEREADOR";"JOSÉLIO DIONISIO DO NASCIMENTO";"JOSÉLIO JOGADOR";"PR";"PR / PT do B / PROS / PSDC / PPL / PPS";"AGRICULTOR";36;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"ELEITO POR QP"
"100";"VEREADOR";"THIAGO PORTO VASCONCELOS";"THIAGO PORTO";"PT do B";"PT do B / PPS";"EMPRESÁRIO";35;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"101";"VEREADOR";"GILZILENE NUNES DE MEDEIROS";"LENINHA";"PSD";"PP / PPS / DEM / PSD";"AGRICULTOR";55;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"102";"VEREADOR";"PETRONIO PERÔNICO BERNARDINO";"NEGO";"PSDB";"PSDB";"AGRICULTOR";49;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"103";"VEREADOR";"ROBERIO MARQUES DUARTE";"DR. CHINA";"PSDB";"PSDB / PSD / PR / PSL";"VEREADOR";58;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"104";"VEREADOR";"FLAVIO BRUNO PEREIRA";"DU PEREIRA";"PT do B";"PT do B / PMDB / PSDB";"FISCAL";31;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"105";"VEREADOR";"ANTONIO EDUARDO DANTAS DE PONTES";"EDUARDO CASQUINHA";"PRB";"PRB / PDT / PTB / PMDB / PSC / PPS / DEM / PRTB / PMB";"AGRICULTOR";42;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"106";"VEREADOR";"JOSÉ ALVES BATISTA";"ZEZÉ DE NEQUIM";"PSL";"PMDB / PSL";"VEREADOR";45;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"107";"VEREADOR";"JOÃO BATISTA FILHO";"JOÃO BATISTA LELOINHA";"PMDB";"PMDB / PSL";"VEREADOR";47;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"108";"VEREADOR";"LEONARDO DA SILVA NASCIMENTO";"IRMÃO LEONARDO";"PSB";"PT / PDT / PTB / DEM / PMB / PSB / PSD";"TRABALHADOR DE CONSTRUÇÃO CIVIL";29;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"109";"VEREADOR";"JOSIETE GOMES DA NOBREGA";"JOSIETE";"PMDB";"PMDB / PSB / PC do B";"SERVIDOR PÚBLICO MUNICIPAL";49;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"110";"VEREADOR";"MANOEL ESPEDITO DA SILVA";"JOAQUIM DE PASTORA";"PSDB";"PSDB / PSD / PP / PSC / PTB";"AGRICULTOR";55;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"111";"VEREADOR";"ROSÁLIA BARBOSA DOS SANTOS";"ROSÁLIA GARI";"PSOL";"PSOL";"GARI OU LIXEIRO";50;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"112";"VEREADOR";"JOSE MARINHO DO NASCIMENTO FILHO";"VANDO MARINHO";"PSDB";"PSDB / PRB / PRTB";"OUTROS";42;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"113";"VEREADOR";"ELIANE PAULO DA SILVA CARDOSO";"ELIANE";"PRTB";"PSDB / PRB / PRTB";"OUTROS";35;"FEMININO";"LÊ E ESCREVE";"CASADO(A)";"PARDA";"#NULO#"
"114";"VEREADOR";"IVONEIDE ANIZIO DAS CHAGAS LIMA";"NEIDE DA GIASA";"PMDB";"PRB / PMDB / PHS";"DONA DE CASA";58;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"115";"VEREADOR";"WANDERLEI DA SILVA";"WANDERLEI DO BOA VISTA";"PSTU";"PSTU";"OUTROS";46;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"116";"VEREADOR";"JOSE MAZZAROPE DE MEDEIROS";"MAZZAROPE";"DEM";"DEM / PPS / PSDB";"VEREADOR";35;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"117";"VEREADOR";"CARLOS ANDRÉ BENÍCIO DA SILVA";"BRANQUINHO";"PMDB";"PRB / PMDB / PP / PT";"ADMINISTRADOR";31;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"118";"VEREADOR";"MARCOS ANDRÉ MENDES DA SILVA";"MARQUINHO KARLA PEREZ";"PMDB";"PRB / PMDB / PP / PT";"ELETRICISTA E ASSEMELHADOS";40;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"119";"VEREADOR";"JANINE SILVA OLIVEIRA";"JANINE";"PT";"PRB / PMDB / PP / PT";"AGENTE DE SAÚDE E SANITARISTA";36;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"120";"VEREADOR";"EMERSON DA SILVA SOUSA";"DUDA";"PT";"PRB / PMDB / PP / PT";"PUBLICITÁRIO";36;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"121";"VEREADOR";"REJANE ALVES DE SOUSA";"REJANE";"PRB";"PRB";"SERVIDOR PÚBLICO MUNICIPAL";33;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"122";"VEREADOR";"JOÃO FRANCISCO DA SILVA";"JOÃO AUSTRIQUE";"SD";"PMDB / PP / PT do B / SD / PSD";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";67;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"123";"VEREADOR";"MARIA DIJANETE MACEDO CORREIA";"DIJANETE";"PMDB";"PMDB / PP / PT do B / SD / PSD";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";61;"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"BRANCA";"SUPLENTE"
"124";"VEREADOR";"JOÃO BATISTA DE OLIVEIRA BARBOSA";"BATISTA DO GAVIÃO";"PMDB";"PMDB / PP / PT do B / SD / PSD";"VEREADOR";50;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"125";"VEREADOR";"FRANCISCO EUDES GOMES DA SILVA";"SORIM DO CALÇAMENTO";"PR";"PR / PSB";"CARPINTEIRO, MARCENEIRO E ASSEMELHADOS";38;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"126";"VEREADOR";"DAVID NOVO DINIZ";"AZEDO DE POÇOS";"PSB";"PR / PSB";"AGRICULTOR";28;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"127";"VEREADOR";"FAGNA MESSIAS DOS SANTOS";"FAGNA MESSIAS";"PV";"PV / PSL / PSDB / PDT / PR / PSB";"AGRICULTOR";25;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"128";"VEREADOR";"CLIDENOR JOSE DA SILVA FILHO";"CLIDENOR FILHO";"PMDB";"PMDB / PSDB / PRB / PSD / PP / PPS / SD";"OUTROS";20;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR QP"
"129";"VEREADOR";"ANTONIO FRANCISCO DA SILVA NETO";"NETO DE BAICA";"PSD";"PMDB / PSDB / PRB / PSD / PP / PPS / SD";"SERVIDOR PÚBLICO MUNICIPAL";43;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"130";"VEREADOR";"JOSÉ IZUAL BATISTA DA SILVA";"IZUAL DA AGUA";"PV";"PV / PSL / PSDB / PDT / PR / PSB";"AGRICULTOR";47;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"131";"VEREADOR";"GABRIELA VIEIRA";"GABRIELA";"PR";"PV / PSL / PSDB / PDT / PR / PSB";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";23;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"132";"VEREADOR";"MARIA ELIANE MARTINS DA SILVA";"ELIANE DE CHICO BURREGO";"PTB";"PTB / PHS / PSDB / PSD";"EMPRESÁRIO";43;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"133";"VEREADOR";"FABIA MARIA NUNES RODRIGUES";"FÁBIA";"PSDB";"PTB / PHS / PSDB / PSD";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";23;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"134";"VEREADOR";"JOSINALDO FIDELIS DO NASCIMENTO";"JOSINALDO SEURANÇA";"PSB";"PT / PDT / PTB / DEM / PMB / PSB / PSD";"TRABALHADOR RURAL";44;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"VIÚVO(A)";"PARDA";"SUPLENTE"
"135";"VEREADOR";"MARIA MARCIELLI FARIAS";"MARCIELLI";"PSD";"PSB / PDT / PT / PSD";"AGRICULTOR";26;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"#NULO#"
"136";"VEREADOR";"TEREZINHA DINIZ E COSTA";"TEREZINHA";"PSB";"PSB / PDT / PT / PSD";"AGENTE ADMINISTRATIVO";51;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"137";"VEREADOR";"FRANCISCO REYNALDO JANUARIO";"REYNALDO";"PTB";"PP / PTB / PSB / PRTB";"ENFERMEIRO";39;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"138";"VEREADOR";"FRANCISCO TALLES ROQUE DE ALENCAR";"TALLES ROQUE";"PSB";"PP / PTB / PSB / PRTB";"AGENTE DE SAÚDE E SANITARISTA";29;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"139";"VEREADOR";"JEAN CARLOS DA COSTA";"PROFESSOR JEAN BARROS";"PT";"PROS / PC do B / PMDB / PSC / PPS / PP / PT / PSDB / PR";"PROFESSOR DE ENSINO SUPERIOR";32;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"140";"VEREADOR";"MARIA DAS VITORIAS ALVES FERREIRA";"VITORIA DOS BRANDÕES";"PSC";"PROS / PC do B / PMDB / PSC / PPS / PP / PT / PSDB / PR";"AGRICULTOR";37;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"141";"VEREADOR";"JARDENILDO DOS SANTOS ANDRADE";"JARDENILDO";"PT";"PROS / PC do B / PMDB / PSC / PPS / PP / PT / PSDB / PR";"AGRICULTOR";20;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"SUPLENTE"
"142";"VEREADOR";"JOANA CRISTINA RODRIGUES DOS SANTOS";"IRMÃ CRISTINA";"PROS";"PROS / PC do B / PMDB / PSC / PPS / PP / PT / PSDB / PR";"PEDAGOGO";57;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"SUPLENTE"
"143";"VEREADOR";"JOSE ROBERTO DANTAS";"BETO";"PMDB";"PROS / PC do B / PMDB / PSC / PPS / PP / PT / PSDB / PR";"ENCANADOR, SOLDADOR, CHAPEADOR E CALDEIREIRO";57;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"144";"VEREADOR";"ANA BEATRIZ VERAS MARTINS";"BIA";"PMDB";"PMDB / DEM / PSB";"DONA DE CASA";20;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"145";"VEREADOR";"JOSÉ MONTEIRO FILHO";"ZEZÃO MINERAL";"PSDB";"DEM / PSDB";"MOTORISTA PARTICULAR";34;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"146";"VEREADOR";"JOÃO OLIVEIRA DA COSTA";"JOÃO DE ARNOU";"PSDB";"DEM / PSDB";"MOTORISTA PARTICULAR";33;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"147";"VEREADOR";"EDMILSON VERAS DE ARAÚJO";"MIRIM";"DEM";"DEM / PSDB";"TRABALHADOR DE CONSTRUÇÃO CIVIL";56;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"148";"VEREADOR";"FABIANA MORAIS DOS SANTOS";"FABIANA MORAIS";"DEM";"DEM / PSDB";"PROFESSOR DE ENSINO FUNDAMENTAL";33;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"149";"VEREADOR";"JOSE LINO DA SILVA";"ZEZINHO";"PSDB";"DEM / PSDB";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";57;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"150";"VEREADOR";"ANTONIA DE LOURDES ANDRADE SILVA";"ANTONIA DE LOURDES";"DEM";"DEM / PSDB";"SERVIDOR PÚBLICO MUNICIPAL";48;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"151";"VEREADOR";"EVERALDO GOMES DO NASCIMENTO";"EVERALDO";"PR";"PRP / PR / PV";"AGRICULTOR";32;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"152";"VEREADOR";"JOSE RODRIGUES DA SILVA";"ZE DÁRIO";"PR";"PRP / PR / PV";"AGRICULTOR";56;"MASCULINO";"LÊ E ESCREVE";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"153";"VEREADOR";"LUIZ SANTOS DE OLIVERIA";"ZEINHA DE JB";"PR";"PRP / PR / PV";"COMERCIANTE";42;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"154";"VEREADOR";"SEBASTIAO DONATO COELHO";"BASTINHO";"PT do B";"PRB / PT do B / PSB / PSD / PR / PPS / PSDB";"VEREADOR";49;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"155";"VEREADOR";"ADRIANA DE ARAUJO MACEDO";"ADRIANA";"PR";"PRB / PT do B / PSB / PSD / PR / PPS / PSDB";"DONA DE CASA";45;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"156";"VEREADOR";"WAGNER DUARTE DE OLIVEIRA";"WAGNER";"PSD";"PTB / PDT / PMDB / PSDB / PSD";"VEREADOR";41;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"157";"VEREADOR";"IVANNIA PAOLA PEREIRA MACHADO";"PRINCESA";"PMDB";"PTB / PDT / PMDB / PSDB / PSD";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";23;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"158";"VEREADOR";"MIGUEL LIRA MARQUES";"MIGUEL DO CRISTO";"PMDB";"PTB / PDT / PMDB / PSDB / PSD";"SERVIDOR PÚBLICO ESTADUAL";56;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"159";"VEREADOR";"JOSIMAR CORREIA DUARTE";"JOSIMAR ALEIXO";"PSB";"PTC / PSB";"OUTROS";42;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"160";"VEREADOR";"JOSÉ ALVES NOGUEIRA";"BODINHO";"PMN";"PT / PSC / PRB / PTB / PPS / PRP / PROS / PMN";"AGRICULTOR";57;"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"161";"VEREADOR";"ITACY VERÔNICA BEZERRA DE OLIVEIRA";"ITACY";"PMDB";"PRB / PTN / PPS / PMDB / PT do B";"SERVIDOR PÚBLICO MUNICIPAL";46;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"162";"VEREADOR";"SEVERINO JOAO DA SILVA";"BIU SIRIACO";"PMDB";"PMDB / PP";"OUTROS";37;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"163";"VEREADOR";"JOANA TEIXEIRA DE OLIVEIRA";"DONA JOANA";"PTB";"PSB / PDT / PMDB / PP / PPS / PSC / PT / PTB";"DONA DE CASA";76;"FEMININO";"LÊ E ESCREVE";"VIÚVO(A)";"BRANCA";"SUPLENTE"
"164";"VEREADOR";"EDNA CRISTINA BATISTA AIRES COSTA";"EDNA";"PMDB";"PMDB / PTB / PC do B";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";34;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"165";"VEREADOR";"JOAO MIGUEL DOS SANTOS";"BATATA";"PTB";"PTB / PSD / DEM / SD / PSL / PSDB";"VEREADOR";50;"MASCULINO";"LÊ E ESCREVE";"CASADO(A)";"PRETA";"ELEITO POR QP"
"166";"VEREADOR";"VALMIR AQUINO DA COSTA";"VALMIR SOM";"PTB";"PTB / PSD / DEM / SD / PSL / PSDB";"VEREADOR";45;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR QP"
"167";"VEREADOR";"MARIA ALICE BARRETO DE SOUZA";"ALICE";"PSB";"PTC / PSB";"PROFESSOR DE ENSINO FUNDAMENTAL";31;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"168";"VEREADOR";"REGINALDO JOSÉ DE AGUIAR";"REGIS";"PSB";"PTC / PSB";"SERVIDOR PÚBLICO MUNICIPAL";42;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"169";"VEREADOR";"ALEILDO JOSE DA SILVA JULIÃO";"DOCA";"PTB";"PT / PSC / PRB / PTB / PPS / PRP / PROS / PMN";"AGRICULTOR";38;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"170";"VEREADOR";"MARLUCE DA SILVA CALIXTO";"MARLUCE DE CAXO";"PRB";"PRB / PMDB / PTN / PSC / DEM / PSDC / PSD / PC do B";"DONA DE CASA";47;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"171";"VEREADOR";"LUCIMAR MATIAS PEREIRA DOS SANTOS";"MÁ DE FÁ";"PP";"PP / PTB";"DONA DE CASA";34;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"NÃO ELEITO"
"172";"VEREADOR";"SÔNIA FERREIRA DOS PASSOS";"SÔNIA DE DOIS RIOS";"PSDB";"PDT / PSDB / PPS / PTB / PHS / PSC / PMN";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";47;"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"173";"VEREADOR";"JOÃO CRISÓSTOMO GOMES BRASIL";"JOTA BRASIL";"PT";"PRB / PT / PTN / PV";"ADMINISTRADOR";63;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"NÃO ELEITO"
"174";"VEREADOR";"ANDRE LUIS DE OLIVEIRA GOUVEIA";"ANDRE LUIS";"PRTB";"PRTB";"OUTROS";21;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"175";"VEREADOR";"VITOR WILLIAN SOARES DOS SANTOS";"VITOR";"SD";"DEM / SD / PEN / PMB / PT do B";"OUTROS";27;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"176";"VEREADOR";"JOSÉ JANUARIO DE ALMEIDA";"PELADO";"SD";"DEM / SD / PEN / PMB / PT do B";"AGRICULTOR";38;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"177";"VEREADOR";"ELIANOR BALBINO DA SILVA";"NÔ DE CUPISSURA";"PEN";"DEM / SD / PEN / PMB / PT do B";"PROFESSOR DE ENSINO MÉDIO";43;"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"PRETA";"SUPLENTE"
"178";"VEREADOR";"SEVERINO CARLOS DA SILVA";"IRMÃO DA FARMÁCIA";"DEM";"DEM / SD / PEN / PMB / PT do B";"COMERCIANTE";50;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ELEITO POR QP"
"179";"VEREADOR";"SILVIO ROMERO DE ALBURQUERQUE";"ROMERO";"PEN";"DEM / SD / PEN / PMB / PT do B";"PROFESSOR DE ENSINO FUNDAMENTAL";48;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR MÉDIA"
"180";"VEREADOR";"AREMILSON ALEXANDRE CHAVES";"AREMILSON";"SD";"DEM / SD / PEN / PMB / PT do B";"VEREADOR";66;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"181";"VEREADOR";"EDINALDO RAFAEL DE SOUZA";"NALDINHO DE VIOLETA";"PR";"PSB / PSL / PR / SD / PT do B / PSDB / PT";"AGRICULTOR";49;"MASCULINO";"LÊ E ESCREVE";"CASADO(A)";"BRANCA";"SUPLENTE"
"182";"VEREADOR";"RAYLSON GOMES SOARES";"PROF. RAYLSON SOARES";"PT do B";"PSB / PSL / PR / SD / PT do B / PSDB / PT";"MÚSICO";28;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"183";"VEREADOR";"MARIA JOSE DA SILVA CORDEIRO GOMES";"ZEZÉ";"PSL";"PRTB / PSL / PP";"PROFESSOR DE ENSINO FUNDAMENTAL";34;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"184";"VEREADOR";"IVANDRO JOSE VIEIRA DA SILVA";"VANDO DE BA";"PSB";"PSB / PTN";"AGRICULTOR";34;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR QP"
"185";"VEREADOR";"ILANNA JENNIF FERREIRA SILVA";"ILANNA";"PSB";"PSB / PTN";"OUTROS";20;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"186";"VEREADOR";"LINCOLN LOPES DE MELO";"LINCOLN LOPES";"PC do B";"PC do B";"OUTROS";28;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"187";"VEREADOR";"JOÃO PEREIRA DE SOUSA";"DUVAN";"PSB";"PMDB / PTN / PTB / PHS / PSB";"SERVIDOR PÚBLICO ESTADUAL";59;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"188";"VEREADOR";"JOSÉ BEZERRA RAMOS";"ZEZINHO DE QUINCA";"DEM";"DEM / PSB / PV";"COMERCIANTE";55;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"#NULO#"
"189";"VEREADOR";"FRANCISCO DE ASSIS RODRIGUES DA SILVA";"TITICO CABELEREIRO";"PSB";"PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV";"CABELEIREIRO E BARBEIRO";34;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"190";"VEREADOR";"ADAILSON BERNARDO DOS SANTOS";"ADAILSON BERNARDO";"PSB";"PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV";"VEREADOR";48;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"191";"VEREADOR";"CAIO CESAR AZEVEDO LUDGERIO";"CAIO LUDGERIO";"PSD";"PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV";"COMERCIANTE";30;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ELEITO POR QP"
"192";"VEREADOR";"JOSÉ FERREIRA DA SILVA";"ZÉ FERREIRA";"PHS";"PSB / PMDB / PT / PP / PROS / PSC / PHS";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";39;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"193";"VEREADOR";"CLEYTON ACCIONES DA SILVA NOBREGA";"CLEYTON LIRA";"PSD";"PP / PTN / PSDB / PSD / PSC";"COMERCIANTE";30;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ELEITO POR QP"
